EmployeeID,EmployeeName,StoreID,Role,JoinDateID
123,Employee_123,200,Cashier,1986
124,Employee_124,183,Sales Rep,609
125,Employee_125,78,Supervisor,1557
126,Employee_126,94,Supervisor,2015
127,Employee_127,104,Cashier,1493
128,Employee_128,152,Sales Rep,305
129,Employee_129,199,Supervisor,1328
130,Employee_130,116,Sales Rep,1313
131,Employee_131,100,Supervisor,860
132,Employee_132,175,Sales Rep,903
133,Employee_133,11,Sales Rep,432
134,Employee_134,10,Manager,2335
135,Employee_135,93,Manager,247
136,Employee_136,200,Manager,680
137,Employee_137,128,Cashier,1998
138,Employee_138,108,Sales Rep,1138
139,Employee_139,25,Manager,1489
140,Employee_140,110,Sales Rep,915
141,Employee_141,186,Supervisor,882
142,Employee_142,17,Cashier,994
143,Employee_143,140,Sales Rep,2436
144,Employee_144,127,Supervisor,2061
145,Employee_145,127,Supervisor,869
146,Employee_146,84,Cashier,460
147,Employee_147,143,Supervisor,1473
148,Employee_148,59,Supervisor,2050
149,Employee_149,143,Supervisor,1800
150,Employee_150,44,Cashier,1198
151,Employee_151,195,Supervisor,1922
152,Employee_152,14,Cashier,2463
153,Employee_153,138,Supervisor,1111
154,Employee_154,54,Cashier,750
155,Employee_155,1,Manager,460
156,Employee_156,140,Manager,1800
157,Employee_157,20,Manager,2382
158,Employee_158,153,Sales Rep,1087
159,Employee_159,140,Cashier,2338
160,Employee_160,177,Sales Rep,497
161,Employee_161,105,Sales Rep,1661
162,Employee_162,191,Manager,2544
163,Employee_163,182,Supervisor,1758
164,Employee_164,146,Sales Rep,1647
165,Employee_165,122,Cashier,402
166,Employee_166,78,Manager,850
167,Employee_167,144,Cashier,611
168,Employee_168,37,Supervisor,2026
169,Employee_169,11,Manager,2275
170,Employee_170,161,Cashier,1669
171,Employee_171,84,Sales Rep,2099
172,Employee_172,140,Sales Rep,2388
173,Employee_173,127,Cashier,1648
174,Employee_174,190,Sales Rep,1481
175,Employee_175,93,Cashier,1129
176,Employee_176,157,Sales Rep,667
177,Employee_177,108,Cashier,1058
178,Employee_178,145,Cashier,1553
179,Employee_179,171,Cashier,1635
180,Employee_180,199,Sales Rep,1116
181,Employee_181,70,Supervisor,188
182,Employee_182,123,Cashier,1717
183,Employee_183,159,Cashier,2311
184,Employee_184,58,Supervisor,1364
185,Employee_185,42,Sales Rep,400
186,Employee_186,13,Supervisor,1286
187,Employee_187,94,Manager,2262
188,Employee_188,20,Sales Rep,848
189,Employee_189,20,Cashier,1349
190,Employee_190,60,Cashier,1726
191,Employee_191,11,Sales Rep,772
192,Employee_192,15,Supervisor,1297
193,Employee_193,85,Cashier,1589
194,Employee_194,106,Manager,76
195,Employee_195,1,Supervisor,1416
196,Employee_196,174,Manager,2328
197,Employee_197,148,Supervisor,1690
198,Employee_198,176,Sales Rep,2108
199,Employee_199,186,Sales Rep,493
200,Employee_200,66,Sales Rep,730
201,Employee_201,108,Cashier,1334
202,Employee_202,143,Cashier,1831
203,Employee_203,117,Sales Rep,1014
204,Employee_204,199,Cashier,1473
205,Employee_205,74,Manager,889
206,Employee_206,82,Manager,1784
207,Employee_207,27,Manager,521
208,Employee_208,193,Supervisor,171
209,Employee_209,38,Supervisor,746
210,Employee_210,197,Cashier,1247
211,Employee_211,66,Supervisor,1797
212,Employee_212,100,Supervisor,1213
213,Employee_213,2,Sales Rep,1800
214,Employee_214,85,Manager,2359
215,Employee_215,115,Sales Rep,2530
216,Employee_216,110,Cashier,1320
217,Employee_217,71,Supervisor,742
218,Employee_218,185,Supervisor,902
219,Employee_219,128,Manager,13
220,Employee_220,76,Supervisor,2390
221,Employee_221,158,Manager,1236
222,Employee_222,38,Sales Rep,1154
223,Employee_223,108,Supervisor,67
224,Employee_224,161,Sales Rep,215
225,Employee_225,77,Sales Rep,499
226,Employee_226,66,Supervisor,197
227,Employee_227,95,Manager,518
228,Employee_228,110,Supervisor,784
229,Employee_229,90,Sales Rep,564
230,Employee_230,51,Supervisor,626
231,Employee_231,7,Cashier,2246
232,Employee_232,21,Sales Rep,697
233,Employee_233,63,Manager,55
234,Employee_234,40,Supervisor,1110
235,Employee_235,168,Supervisor,53
236,Employee_236,193,Manager,1342
237,Employee_237,172,Manager,7
238,Employee_238,19,Sales Rep,513
239,Employee_239,60,Manager,1234
240,Employee_240,180,Sales Rep,1987
241,Employee_241,83,Supervisor,679
242,Employee_242,26,Supervisor,855
243,Employee_243,145,Supervisor,1123
244,Employee_244,167,Cashier,1842
245,Employee_245,154,Cashier,1084
246,Employee_246,17,Cashier,2050
247,Employee_247,183,Supervisor,2086
248,Employee_248,10,Manager,1873
249,Employee_249,39,Supervisor,803
250,Employee_250,23,Cashier,2170
251,Employee_251,71,Supervisor,2381
252,Employee_252,149,Manager,657
253,Employee_253,131,Supervisor,1241
254,Employee_254,188,Cashier,1690
255,Employee_255,28,Cashier,1984
256,Employee_256,177,Cashier,956
257,Employee_257,173,Manager,1536
258,Employee_258,138,Cashier,1236
259,Employee_259,12,Sales Rep,816
260,Employee_260,191,Supervisor,761
261,Employee_261,103,Sales Rep,379
262,Employee_262,163,Supervisor,1342
263,Employee_263,21,Supervisor,1704
264,Employee_264,189,Cashier,850
265,Employee_265,40,Cashier,2314
266,Employee_266,96,Sales Rep,2358
267,Employee_267,174,Supervisor,1910
268,Employee_268,149,Sales Rep,329
269,Employee_269,14,Supervisor,2359
270,Employee_270,11,Cashier,997
271,Employee_271,116,Supervisor,484
272,Employee_272,59,Manager,1268
273,Employee_273,84,Manager,1328
274,Employee_274,111,Cashier,1256
275,Employee_275,66,Supervisor,457
276,Employee_276,141,Manager,682
277,Employee_277,47,Manager,1289
278,Employee_278,65,Sales Rep,1133
279,Employee_279,62,Supervisor,755
280,Employee_280,160,Supervisor,1804
281,Employee_281,193,Manager,1495
282,Employee_282,124,Cashier,1015
283,Employee_283,131,Manager,809
284,Employee_284,156,Manager,1832
285,Employee_285,91,Cashier,1230
286,Employee_286,80,Supervisor,233
287,Employee_287,41,Supervisor,842
288,Employee_288,12,Cashier,250
289,Employee_289,189,Sales Rep,1850
290,Employee_290,177,Sales Rep,2156
291,Employee_291,9,Sales Rep,655
292,Employee_292,184,Supervisor,782
293,Employee_293,11,Supervisor,938
294,Employee_294,133,Sales Rep,398
295,Employee_295,61,Sales Rep,107
296,Employee_296,80,Sales Rep,621
297,Employee_297,82,Supervisor,594
298,Employee_298,39,Supervisor,936
299,Employee_299,63,Sales Rep,1134
300,Employee_300,160,Cashier,800
301,Employee_301,71,Manager,1236
302,Employee_302,72,Cashier,332
303,Employee_303,81,Manager,2440
304,Employee_304,40,Supervisor,975
305,Employee_305,1,Supervisor,1466
306,Employee_306,167,Supervisor,300
307,Employee_307,96,Manager,1265
308,Employee_308,96,Manager,1132
309,Employee_309,33,Cashier,2237
310,Employee_310,27,Manager,2346
311,Employee_311,23,Cashier,969
312,Employee_312,14,Supervisor,1890
313,Employee_313,172,Cashier,2026
314,Employee_314,4,Supervisor,752
315,Employee_315,137,Manager,485
316,Employee_316,110,Manager,391
317,Employee_317,192,Cashier,1116
318,Employee_318,71,Cashier,1005
319,Employee_319,200,Sales Rep,961
320,Employee_320,19,Cashier,1392
321,Employee_321,24,Manager,346
322,Employee_322,12,Sales Rep,2376
323,Employee_323,134,Manager,1002
324,Employee_324,77,Supervisor,2037
325,Employee_325,89,Sales Rep,365
326,Employee_326,57,Sales Rep,1097
327,Employee_327,168,Supervisor,1142
328,Employee_328,22,Supervisor,1032
329,Employee_329,80,Cashier,1620
330,Employee_330,48,Supervisor,1227
331,Employee_331,124,Supervisor,285
332,Employee_332,57,Cashier,1278
333,Employee_333,66,Cashier,1560
334,Employee_334,151,Manager,327
335,Employee_335,14,Cashier,1138
336,Employee_336,2,Supervisor,1177
337,Employee_337,151,Cashier,517
338,Employee_338,50,Manager,1848
339,Employee_339,155,Supervisor,1808
340,Employee_340,101,Sales Rep,2238
341,Employee_341,177,Sales Rep,629
342,Employee_342,123,Cashier,496
343,Employee_343,58,Sales Rep,1576
344,Employee_344,41,Sales Rep,2332
345,Employee_345,1,Supervisor,622
346,Employee_346,3,Sales Rep,5
347,Employee_347,164,Sales Rep,2523
348,Employee_348,13,Manager,222
349,Employee_349,139,Manager,786
350,Employee_350,134,Sales Rep,2046
351,Employee_351,145,Sales Rep,15
352,Employee_352,197,Supervisor,2493
353,Employee_353,134,Cashier,1365
354,Employee_354,91,Manager,1875
355,Employee_355,162,Manager,215
356,Employee_356,122,Cashier,689
357,Employee_357,50,Cashier,914
358,Employee_358,111,Supervisor,1044
359,Employee_359,62,Cashier,2184
360,Employee_360,178,Supervisor,288
361,Employee_361,121,Supervisor,785
362,Employee_362,173,Cashier,147
363,Employee_363,107,Cashier,70
364,Employee_364,122,Supervisor,1685
365,Employee_365,166,Supervisor,131
366,Employee_366,81,Supervisor,1081
367,Employee_367,199,Sales Rep,753
368,Employee_368,6,Cashier,785
369,Employee_369,88,Cashier,922
370,Employee_370,18,Supervisor,1439
371,Employee_371,142,Sales Rep,1459
372,Employee_372,153,Cashier,509
373,Employee_373,30,Manager,1096
374,Employee_374,96,Sales Rep,93
375,Employee_375,200,Sales Rep,808
376,Employee_376,30,Manager,1070
377,Employee_377,12,Cashier,2233
378,Employee_378,90,Sales Rep,1243
379,Employee_379,66,Cashier,1100
380,Employee_380,133,Cashier,1693
381,Employee_381,175,Supervisor,702
382,Employee_382,173,Supervisor,620
383,Employee_383,54,Cashier,2386
384,Employee_384,188,Manager,1787
385,Employee_385,29,Sales Rep,2480
386,Employee_386,11,Supervisor,1112
387,Employee_387,135,Manager,367
388,Employee_388,98,Sales Rep,459
389,Employee_389,111,Manager,1222
390,Employee_390,197,Supervisor,417
391,Employee_391,49,Manager,366
392,Employee_392,147,Supervisor,2419
393,Employee_393,82,Cashier,441
394,Employee_394,173,Sales Rep,2291
395,Employee_395,36,Sales Rep,1248
396,Employee_396,148,Sales Rep,1590
397,Employee_397,172,Manager,1895
398,Employee_398,134,Manager,2264
399,Employee_399,3,Supervisor,2267
400,Employee_400,60,Manager,405
401,Employee_401,68,Cashier,871
402,Employee_402,172,Sales Rep,1146
403,Employee_403,170,Manager,2465
404,Employee_404,107,Sales Rep,1123
405,Employee_405,190,Cashier,1852
406,Employee_406,110,Sales Rep,814
407,Employee_407,171,Sales Rep,2012
408,Employee_408,156,Manager,1457
409,Employee_409,1,Sales Rep,307
410,Employee_410,109,Manager,1485
411,Employee_411,196,Supervisor,1281
412,Employee_412,193,Manager,1936
413,Employee_413,106,Sales Rep,1834
414,Employee_414,19,Sales Rep,1655
415,Employee_415,116,Supervisor,855
416,Employee_416,118,Sales Rep,397
417,Employee_417,21,Supervisor,1359
418,Employee_418,140,Manager,152
419,Employee_419,137,Cashier,1367
420,Employee_420,177,Sales Rep,116
421,Employee_421,90,Manager,1988
422,Employee_422,154,Manager,476
423,Employee_423,149,Cashier,2423
424,Employee_424,67,Manager,1579
425,Employee_425,100,Supervisor,1958
426,Employee_426,46,Supervisor,1758
427,Employee_427,162,Cashier,2423
428,Employee_428,49,Cashier,1109
429,Employee_429,164,Sales Rep,2537
430,Employee_430,102,Sales Rep,80
431,Employee_431,104,Cashier,1668
432,Employee_432,43,Cashier,1639
433,Employee_433,78,Supervisor,1212
434,Employee_434,193,Manager,255
435,Employee_435,23,Supervisor,959
436,Employee_436,111,Cashier,1140
437,Employee_437,39,Sales Rep,657
438,Employee_438,138,Sales Rep,230
439,Employee_439,128,Cashier,382
440,Employee_440,192,Sales Rep,2174
441,Employee_441,89,Cashier,2488
442,Employee_442,178,Sales Rep,1091
443,Employee_443,168,Cashier,2134
444,Employee_444,41,Manager,1037
445,Employee_445,168,Sales Rep,1150
446,Employee_446,198,Supervisor,2451
447,Employee_447,3,Cashier,1073
448,Employee_448,103,Cashier,122
449,Employee_449,66,Cashier,1836
450,Employee_450,192,Manager,997
451,Employee_451,45,Supervisor,2166
452,Employee_452,78,Manager,2060
453,Employee_453,147,Cashier,397
454,Employee_454,67,Cashier,946
455,Employee_455,116,Manager,2117
456,Employee_456,72,Sales Rep,1772
457,Employee_457,100,Sales Rep,384
458,Employee_458,26,Cashier,70
459,Employee_459,86,Supervisor,644
460,Employee_460,75,Cashier,1333
461,Employee_461,109,Sales Rep,429
462,Employee_462,85,Sales Rep,560
463,Employee_463,53,Cashier,607
464,Employee_464,33,Cashier,1416
465,Employee_465,130,Supervisor,1349
466,Employee_466,140,Supervisor,2372
467,Employee_467,87,Manager,2296
468,Employee_468,45,Sales Rep,1562
469,Employee_469,115,Manager,1509
470,Employee_470,56,Supervisor,1178
471,Employee_471,91,Sales Rep,736
472,Employee_472,40,Manager,2244
473,Employee_473,93,Supervisor,1510
474,Employee_474,140,Cashier,712
475,Employee_475,1,Manager,1943
476,Employee_476,144,Supervisor,1966
477,Employee_477,149,Manager,1197
478,Employee_478,86,Sales Rep,2281
479,Employee_479,4,Supervisor,855
480,Employee_480,30,Cashier,1803
481,Employee_481,14,Sales Rep,750
482,Employee_482,1,Sales Rep,422
483,Employee_483,3,Supervisor,347
484,Employee_484,50,Supervisor,2383
485,Employee_485,144,Supervisor,820
486,Employee_486,135,Sales Rep,1545
487,Employee_487,130,Sales Rep,1723
488,Employee_488,195,Sales Rep,978
489,Employee_489,82,Supervisor,1092
490,Employee_490,9,Manager,1376
491,Employee_491,135,Supervisor,1043
492,Employee_492,189,Cashier,482
493,Employee_493,42,Supervisor,1828
494,Employee_494,53,Supervisor,381
495,Employee_495,148,Manager,2121
496,Employee_496,144,Supervisor,1403
497,Employee_497,157,Sales Rep,1156
498,Employee_498,192,Supervisor,1934
499,Employee_499,11,Manager,1464
500,Employee_500,157,Supervisor,1131
501,Employee_501,190,Sales Rep,713
502,Employee_502,29,Supervisor,464
503,Employee_503,70,Supervisor,2259
504,Employee_504,45,Sales Rep,2475
505,Employee_505,161,Sales Rep,2322
506,Employee_506,5,Sales Rep,1469
507,Employee_507,17,Supervisor,1918
508,Employee_508,191,Manager,212
509,Employee_509,194,Supervisor,343
510,Employee_510,164,Supervisor,401
511,Employee_511,178,Manager,1244
512,Employee_512,94,Sales Rep,1813
513,Employee_513,36,Cashier,2223
514,Employee_514,9,Manager,1125
515,Employee_515,32,Manager,623
516,Employee_516,165,Sales Rep,2105
517,Employee_517,50,Manager,727
518,Employee_518,21,Manager,147
519,Employee_519,191,Sales Rep,113
520,Employee_520,185,Supervisor,1057
521,Employee_521,151,Cashier,303
522,Employee_522,115,Supervisor,1408
523,Employee_523,99,Supervisor,2087
524,Employee_524,53,Cashier,1435
525,Employee_525,173,Sales Rep,1534
526,Employee_526,12,Manager,1848
527,Employee_527,48,Manager,10
528,Employee_528,135,Cashier,1248
529,Employee_529,91,Manager,1837
530,Employee_530,128,Sales Rep,1625
531,Employee_531,136,Manager,173
532,Employee_532,59,Sales Rep,1178
533,Employee_533,2,Supervisor,848
534,Employee_534,101,Manager,1169
535,Employee_535,84,Supervisor,1952
536,Employee_536,98,Manager,900
537,Employee_537,133,Manager,1131
538,Employee_538,122,Cashier,1250
539,Employee_539,162,Manager,630
540,Employee_540,165,Manager,1819
541,Employee_541,159,Sales Rep,629
542,Employee_542,77,Cashier,1858
543,Employee_543,107,Manager,1845
544,Employee_544,190,Sales Rep,79
545,Employee_545,56,Supervisor,1234
546,Employee_546,160,Supervisor,1154
547,Employee_547,19,Sales Rep,1050
548,Employee_548,192,Sales Rep,2371
549,Employee_549,165,Sales Rep,603
550,Employee_550,173,Supervisor,990
551,Employee_551,95,Supervisor,1171
552,Employee_552,102,Manager,694
553,Employee_553,12,Sales Rep,1258
554,Employee_554,82,Supervisor,2301
555,Employee_555,20,Sales Rep,411
556,Employee_556,153,Supervisor,2482
557,Employee_557,9,Supervisor,562
558,Employee_558,95,Supervisor,2182
559,Employee_559,153,Cashier,757
560,Employee_560,150,Manager,2254
561,Employee_561,6,Supervisor,2499
562,Employee_562,157,Manager,50
563,Employee_563,146,Supervisor,1295
564,Employee_564,177,Supervisor,1777
565,Employee_565,176,Sales Rep,1013
566,Employee_566,138,Sales Rep,506
567,Employee_567,119,Manager,677
568,Employee_568,47,Sales Rep,2343
569,Employee_569,107,Cashier,1885
570,Employee_570,94,Manager,701
571,Employee_571,161,Cashier,1616
572,Employee_572,125,Manager,2145
573,Employee_573,60,Sales Rep,2179
574,Employee_574,60,Supervisor,171
575,Employee_575,192,Sales Rep,1915
576,Employee_576,12,Manager,1858
577,Employee_577,68,Cashier,751
578,Employee_578,185,Supervisor,647
579,Employee_579,99,Cashier,1368
580,Employee_580,117,Sales Rep,1569
581,Employee_581,56,Manager,2514
582,Employee_582,171,Manager,1594
583,Employee_583,18,Cashier,1192
584,Employee_584,11,Supervisor,1816
585,Employee_585,21,Sales Rep,403
586,Employee_586,122,Supervisor,27
587,Employee_587,97,Cashier,1868
588,Employee_588,31,Cashier,2281
589,Employee_589,149,Supervisor,2521
590,Employee_590,62,Supervisor,2455
591,Employee_591,197,Cashier,1082
592,Employee_592,80,Manager,608
593,Employee_593,110,Sales Rep,1721
594,Employee_594,147,Cashier,1497
595,Employee_595,99,Cashier,785
596,Employee_596,134,Sales Rep,1803
597,Employee_597,132,Manager,1001
598,Employee_598,143,Supervisor,356
599,Employee_599,69,Supervisor,555
600,Employee_600,194,Supervisor,1922
601,Employee_601,17,Supervisor,733
602,Employee_602,51,Supervisor,687
603,Employee_603,178,Supervisor,677
604,Employee_604,61,Cashier,1595
605,Employee_605,28,Supervisor,928
606,Employee_606,185,Sales Rep,1955
607,Employee_607,56,Cashier,850
608,Employee_608,91,Supervisor,2315
609,Employee_609,156,Supervisor,971
610,Employee_610,168,Sales Rep,1481
611,Employee_611,194,Cashier,1993
612,Employee_612,185,Manager,1514
613,Employee_613,148,Sales Rep,497
614,Employee_614,88,Manager,1077
615,Employee_615,113,Manager,1548
616,Employee_616,197,Manager,105
617,Employee_617,18,Manager,923
618,Employee_618,6,Sales Rep,1130
619,Employee_619,18,Manager,2536
620,Employee_620,93,Manager,2413
621,Employee_621,75,Sales Rep,839
622,Employee_622,90,Cashier,58
623,Employee_623,163,Sales Rep,2221
624,Employee_624,51,Cashier,694
625,Employee_625,11,Supervisor,2321
626,Employee_626,184,Manager,1849
627,Employee_627,58,Manager,376
628,Employee_628,58,Cashier,1732
629,Employee_629,195,Cashier,2434
630,Employee_630,57,Cashier,1056
631,Employee_631,26,Supervisor,266
632,Employee_632,98,Sales Rep,163
633,Employee_633,124,Cashier,1609
634,Employee_634,164,Manager,2481
635,Employee_635,95,Cashier,1103
636,Employee_636,9,Supervisor,810
637,Employee_637,23,Cashier,2145
638,Employee_638,68,Supervisor,832
639,Employee_639,140,Cashier,2264
640,Employee_640,11,Cashier,119
641,Employee_641,168,Cashier,139
642,Employee_642,37,Sales Rep,1581
643,Employee_643,198,Manager,1046
644,Employee_644,42,Cashier,1172
645,Employee_645,148,Supervisor,2522
646,Employee_646,83,Manager,640
647,Employee_647,15,Manager,1394
648,Employee_648,143,Supervisor,437
649,Employee_649,136,Supervisor,1355
650,Employee_650,146,Supervisor,1430
651,Employee_651,148,Sales Rep,295
652,Employee_652,82,Supervisor,509
653,Employee_653,106,Supervisor,2410
654,Employee_654,130,Manager,1060
655,Employee_655,101,Sales Rep,983
656,Employee_656,120,Sales Rep,2180
657,Employee_657,27,Sales Rep,2372
658,Employee_658,192,Supervisor,1368
659,Employee_659,123,Sales Rep,695
660,Employee_660,25,Manager,2450
661,Employee_661,84,Cashier,8
662,Employee_662,92,Sales Rep,1785
663,Employee_663,24,Manager,1234
664,Employee_664,116,Sales Rep,1965
665,Employee_665,107,Sales Rep,1961
666,Employee_666,192,Cashier,1354
667,Employee_667,29,Cashier,2440
668,Employee_668,40,Cashier,1085
669,Employee_669,160,Manager,421
670,Employee_670,5,Manager,2006
671,Employee_671,190,Supervisor,1833
672,Employee_672,42,Supervisor,1881
673,Employee_673,110,Manager,799
674,Employee_674,200,Cashier,2371
675,Employee_675,17,Manager,163
676,Employee_676,198,Manager,2384
677,Employee_677,189,Manager,661
678,Employee_678,151,Sales Rep,1818
679,Employee_679,195,Supervisor,614
680,Employee_680,127,Supervisor,209
681,Employee_681,36,Manager,2408
682,Employee_682,23,Supervisor,1992
683,Employee_683,192,Manager,2237
684,Employee_684,74,Manager,2208
685,Employee_685,61,Manager,2390
686,Employee_686,72,Cashier,729
687,Employee_687,32,Supervisor,924
688,Employee_688,182,Cashier,1560
689,Employee_689,173,Sales Rep,828
690,Employee_690,132,Manager,1804
691,Employee_691,144,Cashier,371
692,Employee_692,157,Manager,2089
693,Employee_693,124,Manager,1788
694,Employee_694,93,Supervisor,1802
695,Employee_695,34,Cashier,830
696,Employee_696,91,Sales Rep,2340
697,Employee_697,147,Supervisor,2019
698,Employee_698,56,Sales Rep,2483
699,Employee_699,171,Supervisor,2489
700,Employee_700,155,Sales Rep,2089
701,Employee_701,109,Cashier,150
702,Employee_702,47,Cashier,1652
703,Employee_703,132,Manager,2013
704,Employee_704,3,Sales Rep,1621
705,Employee_705,133,Manager,862
706,Employee_706,1,Manager,2070
707,Employee_707,192,Sales Rep,1381
708,Employee_708,164,Cashier,1274
709,Employee_709,126,Manager,964
710,Employee_710,82,Manager,1783
711,Employee_711,21,Manager,343
712,Employee_712,129,Sales Rep,158
713,Employee_713,183,Cashier,1621
714,Employee_714,66,Sales Rep,139
715,Employee_715,7,Cashier,2543
716,Employee_716,111,Manager,1349
717,Employee_717,114,Sales Rep,665
718,Employee_718,130,Supervisor,1567
719,Employee_719,192,Manager,2008
720,Employee_720,49,Cashier,1643
721,Employee_721,20,Sales Rep,570
722,Employee_722,58,Supervisor,679
723,Employee_723,123,Manager,1338
724,Employee_724,51,Sales Rep,977
725,Employee_725,79,Sales Rep,606
726,Employee_726,103,Sales Rep,1990
727,Employee_727,14,Sales Rep,1921
728,Employee_728,147,Sales Rep,94
729,Employee_729,122,Cashier,846
730,Employee_730,52,Manager,2319
731,Employee_731,164,Manager,1538
732,Employee_732,13,Sales Rep,2032
733,Employee_733,135,Manager,322
734,Employee_734,186,Supervisor,1627
735,Employee_735,80,Cashier,359
736,Employee_736,179,Manager,1726
737,Employee_737,51,Supervisor,91
738,Employee_738,171,Sales Rep,1540
739,Employee_739,173,Sales Rep,1908
740,Employee_740,176,Supervisor,407
741,Employee_741,193,Supervisor,763
742,Employee_742,91,Supervisor,1664
743,Employee_743,43,Cashier,1453
744,Employee_744,156,Sales Rep,940
745,Employee_745,173,Cashier,1262
746,Employee_746,107,Sales Rep,1748
747,Employee_747,93,Sales Rep,1987
748,Employee_748,172,Cashier,1137
749,Employee_749,24,Supervisor,795
750,Employee_750,174,Cashier,2533
751,Employee_751,88,Sales Rep,2178
752,Employee_752,183,Sales Rep,2409
753,Employee_753,92,Manager,1475
754,Employee_754,144,Sales Rep,1756
755,Employee_755,127,Sales Rep,1163
756,Employee_756,164,Manager,1329
757,Employee_757,48,Manager,1567
758,Employee_758,107,Supervisor,1326
759,Employee_759,68,Manager,391
760,Employee_760,21,Cashier,297
761,Employee_761,134,Supervisor,1549
762,Employee_762,40,Supervisor,1037
763,Employee_763,89,Cashier,1990
764,Employee_764,171,Sales Rep,1313
765,Employee_765,189,Sales Rep,411
766,Employee_766,169,Manager,499
