CustomerID,CustomerName,Gender,City,Segment
219,Customer_219,Female,Chennai,Enterprise
220,Customer_220,Male,Hyderabad,Retail
221,Customer_221,Male,Mumbai,Corporate
222,Customer_222,Female,Chennai,Retail
223,Customer_223,Female,Pune,Corporate
224,Customer_224,Female,Pune,Enterprise
225,Customer_225,Male,Hyderabad,Retail
226,Customer_226,Male,Bangalore,Corporate
227,Customer_227,Male,Pune,Enterprise
228,Customer_228,Female,Mumbai,Corporate
229,Customer_229,Female,Chennai,Corporate
230,Customer_230,Male,Delhi,Corporate
231,Customer_231,Female,Pune,Retail
232,Customer_232,Female,Bangalore,Enterprise
233,Customer_233,Male,Hyderabad,Enterprise
234,Customer_234,Female,Pune,Enterprise
235,Customer_235,Male,Hyderabad,Corporate
236,Customer_236,Male,Hyderabad,Retail
237,Customer_237,Male,Hyderabad,Enterprise
238,Customer_238,Male,Chennai,Enterprise
239,Customer_239,Male,Delhi,Retail
240,Customer_240,Female,Pune,Enterprise
241,Customer_241,Male,Chennai,Enterprise
242,Customer_242,Male,Pune,Corporate
243,Customer_243,Female,Delhi,Enterprise
244,Customer_244,Female,Bangalore,Retail
245,Customer_245,Female,Hyderabad,Retail
246,Customer_246,Female,Pune,Corporate
247,Customer_247,Female,Bangalore,Enterprise
248,Customer_248,Male,Chennai,Corporate
249,Customer_249,Male,Pune,Corporate
250,Customer_250,Male,Chennai,Corporate
251,Customer_251,Female,Mumbai,Corporate
252,Customer_252,Male,Pune,Retail
253,Customer_253,Male,Bangalore,Retail
254,Customer_254,Male,Delhi,Corporate
255,Customer_255,Female,Pune,Corporate
256,Customer_256,Female,Mumbai,Corporate
257,Customer_257,Female,Mumbai,Retail
258,Customer_258,Female,Bangalore,Retail
259,Customer_259,Male,Bangalore,Retail
260,Customer_260,Female,Mumbai,Corporate
261,Customer_261,Male,Hyderabad,Enterprise
262,Customer_262,Female,Bangalore,Retail
263,Customer_263,Female,Mumbai,Enterprise
264,Customer_264,Male,Bangalore,Enterprise
265,Customer_265,Female,Bangalore,Retail
266,Customer_266,Female,Mumbai,Retail
267,Customer_267,Male,Pune,Corporate
268,Customer_268,Male,Pune,Retail
269,Customer_269,Female,Pune,Enterprise
270,Customer_270,Male,Mumbai,Corporate
271,Customer_271,Female,Bangalore,Corporate
272,Customer_272,Female,Delhi,Corporate
273,Customer_273,Female,Chennai,Enterprise
274,Customer_274,Male,Delhi,Corporate
275,Customer_275,Female,Bangalore,Corporate
276,Customer_276,Male,Hyderabad,Corporate
277,Customer_277,Female,Pune,Corporate
278,Customer_278,Male,Pune,Retail
279,Customer_279,Male,Mumbai,Enterprise
280,Customer_280,Male,Delhi,Retail
281,Customer_281,Male,Pune,Enterprise
282,Customer_282,Male,Mumbai,Retail
283,Customer_283,Male,Bangalore,Retail
284,Customer_284,Male,Bangalore,Corporate
285,Customer_285,Male,Mumbai,Enterprise
286,Customer_286,Male,Hyderabad,Retail
287,Customer_287,Female,Bangalore,Corporate
288,Customer_288,Male,Pune,Corporate
289,Customer_289,Male,Mumbai,Retail
290,Customer_290,Male,Mumbai,Enterprise
291,Customer_291,Female,Hyderabad,Retail
292,Customer_292,Male,Hyderabad,Retail
293,Customer_293,Male,Hyderabad,Enterprise
294,Customer_294,Female,Delhi,Corporate
295,Customer_295,Female,Hyderabad,Retail
296,Customer_296,Female,Bangalore,Corporate
297,Customer_297,Female,Chennai,Enterprise
298,Customer_298,Female,Delhi,Retail
299,Customer_299,Female,Hyderabad,Retail
300,Customer_300,Female,Chennai,Retail
301,Customer_301,Female,Bangalore,Corporate
302,Customer_302,Female,Hyderabad,Retail
303,Customer_303,Female,Pune,Corporate
304,Customer_304,Male,Chennai,Corporate
305,Customer_305,Male,Pune,Enterprise
306,Customer_306,Female,Hyderabad,Enterprise
307,Customer_307,Male,Mumbai,Corporate
308,Customer_308,Male,Chennai,Enterprise
309,Customer_309,Male,Chennai,Enterprise
310,Customer_310,Male,Bangalore,Retail
311,Customer_311,Male,Chennai,Enterprise
312,Customer_312,Female,Bangalore,Retail
313,Customer_313,Female,Delhi,Enterprise
314,Customer_314,Female,Chennai,Retail
315,Customer_315,Male,Chennai,Enterprise
316,Customer_316,Female,Chennai,Enterprise
317,Customer_317,Female,Pune,Enterprise
318,Customer_318,Male,Hyderabad,Retail
319,Customer_319,Female,Delhi,Enterprise
320,Customer_320,Male,Pune,Retail
321,Customer_321,Female,Chennai,Enterprise
322,Customer_322,Male,Pune,Enterprise
323,Customer_323,Male,Mumbai,Retail
324,Customer_324,Male,Hyderabad,Retail
325,Customer_325,Male,Chennai,Retail
326,Customer_326,Female,Mumbai,Corporate
327,Customer_327,Female,Pune,Enterprise
328,Customer_328,Female,Hyderabad,Enterprise
329,Customer_329,Female,Bangalore,Corporate
330,Customer_330,Female,Delhi,Retail
331,Customer_331,Male,Delhi,Retail
332,Customer_332,Male,Hyderabad,Enterprise
333,Customer_333,Female,Delhi,Corporate
334,Customer_334,Female,Pune,Enterprise
335,Customer_335,Male,Bangalore,Enterprise
336,Customer_336,Female,Chennai,Corporate
337,Customer_337,Female,Pune,Retail
338,Customer_338,Male,Delhi,Retail
339,Customer_339,Male,Mumbai,Corporate
340,Customer_340,Female,Chennai,Enterprise
341,Customer_341,Male,Bangalore,Enterprise
342,Customer_342,Male,Chennai,Corporate
343,Customer_343,Female,Mumbai,Corporate
344,Customer_344,Male,Chennai,Enterprise
345,Customer_345,Male,Hyderabad,Enterprise
346,Customer_346,Female,Chennai,Enterprise
347,Customer_347,Female,Mumbai,Enterprise
348,Customer_348,Female,Hyderabad,Enterprise
349,Customer_349,Male,Pune,Corporate
350,Customer_350,Male,Chennai,Enterprise
351,Customer_351,Female,Delhi,Corporate
352,Customer_352,Female,Delhi,Enterprise
353,Customer_353,Female,Pune,Enterprise
354,Customer_354,Male,Chennai,Corporate
355,Customer_355,Female,Pune,Enterprise
356,Customer_356,Female,Pune,Retail
357,Customer_357,Male,Delhi,Retail
358,Customer_358,Male,Bangalore,Corporate
359,Customer_359,Male,Hyderabad,Corporate
360,Customer_360,Male,Bangalore,Enterprise
361,Customer_361,Female,Pune,Corporate
362,Customer_362,Female,Mumbai,Corporate
363,Customer_363,Female,Mumbai,Retail
364,Customer_364,Male,Pune,Corporate
365,Customer_365,Male,Pune,Enterprise
366,Customer_366,Female,Hyderabad,Corporate
367,Customer_367,Female,Chennai,Enterprise
368,Customer_368,Male,Bangalore,Retail
369,Customer_369,Female,Mumbai,Corporate
370,Customer_370,Female,Delhi,Enterprise
371,Customer_371,Female,Delhi,Retail
372,Customer_372,Female,Delhi,Retail
373,Customer_373,Female,Pune,Enterprise
374,Customer_374,Male,Delhi,Retail
375,Customer_375,Female,Bangalore,Retail
376,Customer_376,Male,Bangalore,Enterprise
377,Customer_377,Female,Bangalore,Retail
378,Customer_378,Male,Pune,Retail
379,Customer_379,Male,Chennai,Enterprise
380,Customer_380,Female,Mumbai,Enterprise
381,Customer_381,Female,Bangalore,Corporate
382,Customer_382,Female,Pune,Corporate
383,Customer_383,Male,Hyderabad,Corporate
384,Customer_384,Male,Hyderabad,Corporate
385,Customer_385,Female,Delhi,Retail
386,Customer_386,Male,Hyderabad,Retail
387,Customer_387,Female,Hyderabad,Corporate
388,Customer_388,Male,Delhi,Retail
389,Customer_389,Female,Delhi,Enterprise
390,Customer_390,Female,Chennai,Enterprise
391,Customer_391,Female,Bangalore,Enterprise
392,Customer_392,Female,Chennai,Retail
393,Customer_393,Male,Delhi,Corporate
394,Customer_394,Male,Pune,Retail
395,Customer_395,Male,Chennai,Corporate
396,Customer_396,Female,Chennai,Corporate
397,Customer_397,Male,Mumbai,Enterprise
398,Customer_398,Male,Bangalore,Enterprise
399,Customer_399,Male,Mumbai,Enterprise
400,Customer_400,Male,Hyderabad,Retail
401,Customer_401,Female,Delhi,Retail
402,Customer_402,Male,Delhi,Retail
403,Customer_403,Male,Pune,Retail
404,Customer_404,Female,Delhi,Corporate
405,Customer_405,Male,Mumbai,Retail
406,Customer_406,Male,Bangalore,Corporate
407,Customer_407,Female,Hyderabad,Corporate
408,Customer_408,Female,Hyderabad,Corporate
409,Customer_409,Female,Chennai,Retail
410,Customer_410,Male,Bangalore,Corporate
411,Customer_411,Female,Pune,Corporate
412,Customer_412,Male,Hyderabad,Retail
413,Customer_413,Female,Delhi,Corporate
414,Customer_414,Female,Bangalore,Enterprise
415,Customer_415,Female,Hyderabad,Enterprise
416,Customer_416,Female,Hyderabad,Retail
417,Customer_417,Female,Hyderabad,Corporate
418,Customer_418,Female,Hyderabad,Enterprise
419,Customer_419,Female,Delhi,Enterprise
420,Customer_420,Male,Delhi,Corporate
421,Customer_421,Male,Delhi,Enterprise
422,Customer_422,Male,Pune,Enterprise
423,Customer_423,Female,Hyderabad,Retail
424,Customer_424,Female,Chennai,Corporate
425,Customer_425,Female,Mumbai,Enterprise
426,Customer_426,Male,Chennai,Retail
427,Customer_427,Female,Hyderabad,Corporate
428,Customer_428,Female,Mumbai,Retail
429,Customer_429,Female,Mumbai,Retail
430,Customer_430,Male,Pune,Enterprise
431,Customer_431,Male,Pune,Retail
432,Customer_432,Female,Mumbai,Retail
433,Customer_433,Male,Pune,Retail
434,Customer_434,Female,Delhi,Retail
435,Customer_435,Female,Hyderabad,Enterprise
436,Customer_436,Female,Hyderabad,Corporate
437,Customer_437,Female,Chennai,Corporate
438,Customer_438,Male,Mumbai,Enterprise
439,Customer_439,Female,Bangalore,Enterprise
440,Customer_440,Male,Chennai,Enterprise
441,Customer_441,Male,Hyderabad,Enterprise
442,Customer_442,Male,Delhi,Enterprise
443,Customer_443,Male,Delhi,Corporate
444,Customer_444,Male,Chennai,Corporate
445,Customer_445,Male,Mumbai,Retail
446,Customer_446,Male,Delhi,Enterprise
447,Customer_447,Female,Pune,Enterprise
448,Customer_448,Male,Hyderabad,Enterprise
449,Customer_449,Female,Hyderabad,Retail
450,Customer_450,Female,Bangalore,Corporate
451,Customer_451,Male,Pune,Corporate
452,Customer_452,Female,Hyderabad,Enterprise
453,Customer_453,Male,Bangalore,Corporate
454,Customer_454,Female,Pune,Corporate
455,Customer_455,Female,Hyderabad,Retail
456,Customer_456,Male,Chennai,Retail
457,Customer_457,Male,Mumbai,Enterprise
458,Customer_458,Male,Delhi,Corporate
459,Customer_459,Male,Bangalore,Retail
460,Customer_460,Male,Delhi,Enterprise
461,Customer_461,Female,Mumbai,Retail
462,Customer_462,Male,Chennai,Corporate
463,Customer_463,Female,Pune,Corporate
464,Customer_464,Female,Mumbai,Corporate
465,Customer_465,Male,Chennai,Enterprise
466,Customer_466,Female,Delhi,Enterprise
467,Customer_467,Male,Delhi,Corporate
468,Customer_468,Male,Mumbai,Retail
469,Customer_469,Female,Mumbai,Retail
470,Customer_470,Female,Mumbai,Corporate
471,Customer_471,Male,Bangalore,Enterprise
472,Customer_472,Female,Hyderabad,Corporate
473,Customer_473,Female,Pune,Corporate
474,Customer_474,Male,Delhi,Enterprise
475,Customer_475,Female,Delhi,Retail
476,Customer_476,Female,Delhi,Retail
477,Customer_477,Male,Bangalore,Retail
478,Customer_478,Female,Mumbai,Corporate
479,Customer_479,Male,Hyderabad,Enterprise
480,Customer_480,Female,Hyderabad,Enterprise
481,Customer_481,Female,Bangalore,Enterprise
482,Customer_482,Male,Chennai,Corporate
483,Customer_483,Female,Chennai,Corporate
484,Customer_484,Male,Delhi,Corporate
485,Customer_485,Male,Delhi,Enterprise
486,Customer_486,Male,Chennai,Retail
487,Customer_487,Male,Delhi,Enterprise
488,Customer_488,Male,Pune,Corporate
489,Customer_489,Male,Delhi,Enterprise
490,Customer_490,Male,Pune,Enterprise
491,Customer_491,Male,Mumbai,Enterprise
492,Customer_492,Female,Mumbai,Retail
493,Customer_493,Male,Hyderabad,Retail
494,Customer_494,Male,Hyderabad,Enterprise
495,Customer_495,Male,Delhi,Retail
496,Customer_496,Male,Mumbai,Retail
497,Customer_497,Female,Hyderabad,Corporate
498,Customer_498,Male,Pune,Corporate
499,Customer_499,Male,Mumbai,Retail
500,Customer_500,Female,Bangalore,Corporate
501,Customer_501,Male,Mumbai,Corporate
502,Customer_502,Male,Pune,Corporate
503,Customer_503,Female,Pune,Retail
504,Customer_504,Female,Hyderabad,Retail
505,Customer_505,Female,Bangalore,Enterprise
506,Customer_506,Female,Mumbai,Retail
507,Customer_507,Male,Delhi,Corporate
508,Customer_508,Male,Bangalore,Enterprise
509,Customer_509,Male,Pune,Corporate
510,Customer_510,Male,Chennai,Enterprise
511,Customer_511,Male,Delhi,Corporate
512,Customer_512,Female,Pune,Enterprise
513,Customer_513,Male,Pune,Corporate
514,Customer_514,Female,Delhi,Retail
515,Customer_515,Female,Mumbai,Enterprise
516,Customer_516,Female,Chennai,Corporate
517,Customer_517,Male,Mumbai,Retail
518,Customer_518,Female,Hyderabad,Corporate
519,Customer_519,Male,Mumbai,Corporate
520,Customer_520,Female,Mumbai,Retail
521,Customer_521,Female,Mumbai,Enterprise
522,Customer_522,Male,Chennai,Retail
523,Customer_523,Male,Bangalore,Corporate
524,Customer_524,Female,Chennai,Corporate
525,Customer_525,Male,Mumbai,Enterprise
526,Customer_526,Female,Mumbai,Retail
527,Customer_527,Female,Delhi,Enterprise
528,Customer_528,Male,Delhi,Corporate
529,Customer_529,Female,Mumbai,Corporate
530,Customer_530,Male,Delhi,Enterprise
531,Customer_531,Male,Delhi,Corporate
532,Customer_532,Male,Mumbai,Corporate
533,Customer_533,Female,Mumbai,Corporate
534,Customer_534,Male,Pune,Corporate
535,Customer_535,Male,Hyderabad,Enterprise
536,Customer_536,Female,Bangalore,Corporate
537,Customer_537,Female,Delhi,Corporate
538,Customer_538,Male,Hyderabad,Corporate
539,Customer_539,Male,Chennai,Corporate
540,Customer_540,Female,Chennai,Corporate
541,Customer_541,Male,Mumbai,Enterprise
542,Customer_542,Female,Pune,Enterprise
543,Customer_543,Male,Pune,Retail
544,Customer_544,Male,Chennai,Corporate
545,Customer_545,Female,Bangalore,Enterprise
546,Customer_546,Female,Hyderabad,Corporate
547,Customer_547,Male,Mumbai,Retail
548,Customer_548,Female,Mumbai,Retail
549,Customer_549,Male,Delhi,Enterprise
550,Customer_550,Female,Mumbai,Corporate
551,Customer_551,Female,Bangalore,Corporate
552,Customer_552,Male,Delhi,Corporate
553,Customer_553,Male,Delhi,Retail
554,Customer_554,Female,Bangalore,Corporate
555,Customer_555,Female,Delhi,Retail
556,Customer_556,Female,Chennai,Retail
557,Customer_557,Female,Hyderabad,Corporate
558,Customer_558,Male,Chennai,Corporate
559,Customer_559,Male,Chennai,Retail
560,Customer_560,Male,Delhi,Retail
561,Customer_561,Female,Bangalore,Enterprise
562,Customer_562,Male,Pune,Enterprise
563,Customer_563,Male,Hyderabad,Enterprise
564,Customer_564,Female,Pune,Enterprise
565,Customer_565,Male,Delhi,Enterprise
566,Customer_566,Female,Pune,Retail
567,Customer_567,Female,Bangalore,Retail
568,Customer_568,Male,Pune,Corporate
569,Customer_569,Male,Mumbai,Corporate
570,Customer_570,Female,Bangalore,Corporate
571,Customer_571,Female,Bangalore,Enterprise
572,Customer_572,Female,Pune,Enterprise
573,Customer_573,Male,Pune,Retail
574,Customer_574,Male,Pune,Corporate
575,Customer_575,Female,Pune,Enterprise
576,Customer_576,Female,Mumbai,Enterprise
577,Customer_577,Female,Chennai,Retail
578,Customer_578,Female,Pune,Corporate
579,Customer_579,Female,Pune,Retail
580,Customer_580,Male,Pune,Enterprise
581,Customer_581,Male,Mumbai,Retail
582,Customer_582,Male,Delhi,Enterprise
583,Customer_583,Male,Delhi,Enterprise
584,Customer_584,Male,Hyderabad,Enterprise
585,Customer_585,Male,Hyderabad,Corporate
586,Customer_586,Female,Chennai,Corporate
587,Customer_587,Female,Hyderabad,Corporate
588,Customer_588,Male,Delhi,Enterprise
589,Customer_589,Male,Delhi,Enterprise
590,Customer_590,Female,Mumbai,Corporate
591,Customer_591,Female,Chennai,Enterprise
592,Customer_592,Female,Bangalore,Enterprise
593,Customer_593,Female,Pune,Enterprise
594,Customer_594,Female,Mumbai,Retail
595,Customer_595,Female,Hyderabad,Retail
596,Customer_596,Male,Hyderabad,Enterprise
597,Customer_597,Female,Chennai,Retail
598,Customer_598,Female,Mumbai,Corporate
599,Customer_599,Male,Bangalore,Enterprise
600,Customer_600,Female,Delhi,Retail
601,Customer_601,Male,Mumbai,Corporate
602,Customer_602,Female,Delhi,Retail
603,Customer_603,Female,Chennai,Retail
604,Customer_604,Male,Chennai,Corporate
605,Customer_605,Female,Delhi,Corporate
606,Customer_606,Male,Mumbai,Enterprise
607,Customer_607,Male,Chennai,Retail
608,Customer_608,Male,Delhi,Corporate
609,Customer_609,Male,Hyderabad,Enterprise
610,Customer_610,Female,Pune,Retail
611,Customer_611,Male,Bangalore,Enterprise
612,Customer_612,Male,Pune,Enterprise
613,Customer_613,Male,Delhi,Enterprise
614,Customer_614,Female,Bangalore,Corporate
615,Customer_615,Male,Mumbai,Enterprise
616,Customer_616,Female,Delhi,Enterprise
617,Customer_617,Female,Chennai,Enterprise
618,Customer_618,Female,Bangalore,Corporate
619,Customer_619,Male,Chennai,Retail
620,Customer_620,Female,Chennai,Retail
621,Customer_621,Female,Bangalore,Retail
622,Customer_622,Female,Mumbai,Corporate
623,Customer_623,Female,Pune,Retail
624,Customer_624,Male,Bangalore,Retail
625,Customer_625,Female,Bangalore,Enterprise
626,Customer_626,Male,Hyderabad,Enterprise
627,Customer_627,Female,Delhi,Retail
628,Customer_628,Female,Bangalore,Enterprise
629,Customer_629,Male,Chennai,Retail
630,Customer_630,Female,Mumbai,Enterprise
631,Customer_631,Female,Bangalore,Enterprise
632,Customer_632,Female,Mumbai,Corporate
633,Customer_633,Female,Mumbai,Enterprise
634,Customer_634,Female,Bangalore,Corporate
635,Customer_635,Male,Hyderabad,Retail
636,Customer_636,Male,Mumbai,Enterprise
637,Customer_637,Male,Hyderabad,Retail
638,Customer_638,Female,Pune,Enterprise
639,Customer_639,Male,Bangalore,Corporate
640,Customer_640,Female,Chennai,Retail
641,Customer_641,Female,Hyderabad,Enterprise
642,Customer_642,Male,Bangalore,Enterprise
643,Customer_643,Female,Chennai,Retail
644,Customer_644,Female,Hyderabad,Retail
645,Customer_645,Male,Pune,Retail
646,Customer_646,Female,Hyderabad,Corporate
647,Customer_647,Male,Delhi,Retail
