DateID,Date,Year,Month,MonthName,Quarter,Day,Week
216,2019-08-04,2019,8,August,3,4,31
217,2019-08-05,2019,8,August,3,5,32
218,2019-08-06,2019,8,August,3,6,32
219,2019-08-07,2019,8,August,3,7,32
220,2019-08-08,2019,8,August,3,8,32
221,2019-08-09,2019,8,August,3,9,32
222,2019-08-10,2019,8,August,3,10,32
223,2019-08-11,2019,8,August,3,11,32
224,2019-08-12,2019,8,August,3,12,33
225,2019-08-13,2019,8,August,3,13,33
226,2019-08-14,2019,8,August,3,14,33
227,2019-08-15,2019,8,August,3,15,33
228,2019-08-16,2019,8,August,3,16,33
229,2019-08-17,2019,8,August,3,17,33
230,2019-08-18,2019,8,August,3,18,33
231,2019-08-19,2019,8,August,3,19,34
232,2019-08-20,2019,8,August,3,20,34
233,2019-08-21,2019,8,August,3,21,34
234,2019-08-22,2019,8,August,3,22,34
235,2019-08-23,2019,8,August,3,23,34
236,2019-08-24,2019,8,August,3,24,34
237,2019-08-25,2019,8,August,3,25,34
238,2019-08-26,2019,8,August,3,26,35
239,2019-08-27,2019,8,August,3,27,35
240,2019-08-28,2019,8,August,3,28,35
241,2019-08-29,2019,8,August,3,29,35
242,2019-08-30,2019,8,August,3,30,35
243,2019-08-31,2019,8,August,3,31,35
244,2019-09-01,2019,9,September,3,1,35
245,2019-09-02,2019,9,September,3,2,36
246,2019-09-03,2019,9,September,3,3,36
247,2019-09-04,2019,9,September,3,4,36
248,2019-09-05,2019,9,September,3,5,36
249,2019-09-06,2019,9,September,3,6,36
250,2019-09-07,2019,9,September,3,7,36
251,2019-09-08,2019,9,September,3,8,36
252,2019-09-09,2019,9,September,3,9,37
253,2019-09-10,2019,9,September,3,10,37
254,2019-09-11,2019,9,September,3,11,37
255,2019-09-12,2019,9,September,3,12,37
256,2019-09-13,2019,9,September,3,13,37
257,2019-09-14,2019,9,September,3,14,37
258,2019-09-15,2019,9,September,3,15,37
259,2019-09-16,2019,9,September,3,16,38
260,2019-09-17,2019,9,September,3,17,38
261,2019-09-18,2019,9,September,3,18,38
262,2019-09-19,2019,9,September,3,19,38
263,2019-09-20,2019,9,September,3,20,38
264,2019-09-21,2019,9,September,3,21,38
265,2019-09-22,2019,9,September,3,22,38
266,2019-09-23,2019,9,September,3,23,39
267,2019-09-24,2019,9,September,3,24,39
268,2019-09-25,2019,9,September,3,25,39
269,2019-09-26,2019,9,September,3,26,39
270,2019-09-27,2019,9,September,3,27,39
271,2019-09-28,2019,9,September,3,28,39
272,2019-09-29,2019,9,September,3,29,39
273,2019-09-30,2019,9,September,3,30,40
274,2019-10-01,2019,10,October,4,1,40
275,2019-10-02,2019,10,October,4,2,40
276,2019-10-03,2019,10,October,4,3,40
277,2019-10-04,2019,10,October,4,4,40
278,2019-10-05,2019,10,October,4,5,40
279,2019-10-06,2019,10,October,4,6,40
280,2019-10-07,2019,10,October,4,7,41
281,2019-10-08,2019,10,October,4,8,41
282,2019-10-09,2019,10,October,4,9,41
283,2019-10-10,2019,10,October,4,10,41
284,2019-10-11,2019,10,October,4,11,41
285,2019-10-12,2019,10,October,4,12,41
286,2019-10-13,2019,10,October,4,13,41
287,2019-10-14,2019,10,October,4,14,42
288,2019-10-15,2019,10,October,4,15,42
289,2019-10-16,2019,10,October,4,16,42
290,2019-10-17,2019,10,October,4,17,42
291,2019-10-18,2019,10,October,4,18,42
292,2019-10-19,2019,10,October,4,19,42
293,2019-10-20,2019,10,October,4,20,42
294,2019-10-21,2019,10,October,4,21,43
295,2019-10-22,2019,10,October,4,22,43
296,2019-10-23,2019,10,October,4,23,43
297,2019-10-24,2019,10,October,4,24,43
298,2019-10-25,2019,10,October,4,25,43
299,2019-10-26,2019,10,October,4,26,43
300,2019-10-27,2019,10,October,4,27,43
301,2019-10-28,2019,10,October,4,28,44
302,2019-10-29,2019,10,October,4,29,44
303,2019-10-30,2019,10,October,4,30,44
304,2019-10-31,2019,10,October,4,31,44
305,2019-11-01,2019,11,November,4,1,44
306,2019-11-02,2019,11,November,4,2,44
307,2019-11-03,2019,11,November,4,3,44
308,2019-11-04,2019,11,November,4,4,45
309,2019-11-05,2019,11,November,4,5,45
310,2019-11-06,2019,11,November,4,6,45
311,2019-11-07,2019,11,November,4,7,45
312,2019-11-08,2019,11,November,4,8,45
313,2019-11-09,2019,11,November,4,9,45
314,2019-11-10,2019,11,November,4,10,45
315,2019-11-11,2019,11,November,4,11,46
316,2019-11-12,2019,11,November,4,12,46
317,2019-11-13,2019,11,November,4,13,46
318,2019-11-14,2019,11,November,4,14,46
319,2019-11-15,2019,11,November,4,15,46
320,2019-11-16,2019,11,November,4,16,46
321,2019-11-17,2019,11,November,4,17,46
322,2019-11-18,2019,11,November,4,18,47
323,2019-11-19,2019,11,November,4,19,47
324,2019-11-20,2019,11,November,4,20,47
325,2019-11-21,2019,11,November,4,21,47
326,2019-11-22,2019,11,November,4,22,47
327,2019-11-23,2019,11,November,4,23,47
328,2019-11-24,2019,11,November,4,24,47
329,2019-11-25,2019,11,November,4,25,48
330,2019-11-26,2019,11,November,4,26,48
331,2019-11-27,2019,11,November,4,27,48
332,2019-11-28,2019,11,November,4,28,48
333,2019-11-29,2019,11,November,4,29,48
334,2019-11-30,2019,11,November,4,30,48
335,2019-12-01,2019,12,December,4,1,48
336,2019-12-02,2019,12,December,4,2,49
337,2019-12-03,2019,12,December,4,3,49
338,2019-12-04,2019,12,December,4,4,49
339,2019-12-05,2019,12,December,4,5,49
340,2019-12-06,2019,12,December,4,6,49
341,2019-12-07,2019,12,December,4,7,49
342,2019-12-08,2019,12,December,4,8,49
343,2019-12-09,2019,12,December,4,9,50
344,2019-12-10,2019,12,December,4,10,50
345,2019-12-11,2019,12,December,4,11,50
346,2019-12-12,2019,12,December,4,12,50
347,2019-12-13,2019,12,December,4,13,50
348,2019-12-14,2019,12,December,4,14,50
349,2019-12-15,2019,12,December,4,15,50
350,2019-12-16,2019,12,December,4,16,51
351,2019-12-17,2019,12,December,4,17,51
352,2019-12-18,2019,12,December,4,18,51
353,2019-12-19,2019,12,December,4,19,51
354,2019-12-20,2019,12,December,4,20,51
355,2019-12-21,2019,12,December,4,21,51
356,2019-12-22,2019,12,December,4,22,51
357,2019-12-23,2019,12,December,4,23,52
358,2019-12-24,2019,12,December,4,24,52
359,2019-12-25,2019,12,December,4,25,52
360,2019-12-26,2019,12,December,4,26,52
361,2019-12-27,2019,12,December,4,27,52
362,2019-12-28,2019,12,December,4,28,52
363,2019-12-29,2019,12,December,4,29,52
364,2019-12-30,2019,12,December,4,30,1
365,2019-12-31,2019,12,December,4,31,1
366,2020-01-01,2020,1,January,1,1,1
367,2020-01-02,2020,1,January,1,2,1
368,2020-01-03,2020,1,January,1,3,1
369,2020-01-04,2020,1,January,1,4,1
370,2020-01-05,2020,1,January,1,5,1
371,2020-01-06,2020,1,January,1,6,2
372,2020-01-07,2020,1,January,1,7,2
373,2020-01-08,2020,1,January,1,8,2
374,2020-01-09,2020,1,January,1,9,2
375,2020-01-10,2020,1,January,1,10,2
376,2020-01-11,2020,1,January,1,11,2
377,2020-01-12,2020,1,January,1,12,2
378,2020-01-13,2020,1,January,1,13,3
379,2020-01-14,2020,1,January,1,14,3
380,2020-01-15,2020,1,January,1,15,3
381,2020-01-16,2020,1,January,1,16,3
382,2020-01-17,2020,1,January,1,17,3
383,2020-01-18,2020,1,January,1,18,3
384,2020-01-19,2020,1,January,1,19,3
385,2020-01-20,2020,1,January,1,20,4
386,2020-01-21,2020,1,January,1,21,4
387,2020-01-22,2020,1,January,1,22,4
388,2020-01-23,2020,1,January,1,23,4
389,2020-01-24,2020,1,January,1,24,4
390,2020-01-25,2020,1,January,1,25,4
391,2020-01-26,2020,1,January,1,26,4
392,2020-01-27,2020,1,January,1,27,5
393,2020-01-28,2020,1,January,1,28,5
394,2020-01-29,2020,1,January,1,29,5
395,2020-01-30,2020,1,January,1,30,5
396,2020-01-31,2020,1,January,1,31,5
397,2020-02-01,2020,2,February,1,1,5
398,2020-02-02,2020,2,February,1,2,5
399,2020-02-03,2020,2,February,1,3,6
400,2020-02-04,2020,2,February,1,4,6
401,2020-02-05,2020,2,February,1,5,6
402,2020-02-06,2020,2,February,1,6,6
403,2020-02-07,2020,2,February,1,7,6
404,2020-02-08,2020,2,February,1,8,6
405,2020-02-09,2020,2,February,1,9,6
406,2020-02-10,2020,2,February,1,10,7
407,2020-02-11,2020,2,February,1,11,7
408,2020-02-12,2020,2,February,1,12,7
409,2020-02-13,2020,2,February,1,13,7
410,2020-02-14,2020,2,February,1,14,7
411,2020-02-15,2020,2,February,1,15,7
412,2020-02-16,2020,2,February,1,16,7
413,2020-02-17,2020,2,February,1,17,8
414,2020-02-18,2020,2,February,1,18,8
415,2020-02-19,2020,2,February,1,19,8
416,2020-02-20,2020,2,February,1,20,8
417,2020-02-21,2020,2,February,1,21,8
418,2020-02-22,2020,2,February,1,22,8
419,2020-02-23,2020,2,February,1,23,8
420,2020-02-24,2020,2,February,1,24,9
421,2020-02-25,2020,2,February,1,25,9
422,2020-02-26,2020,2,February,1,26,9
423,2020-02-27,2020,2,February,1,27,9
424,2020-02-28,2020,2,February,1,28,9
425,2020-02-29,2020,2,February,1,29,9
426,2020-03-01,2020,3,March,1,1,9
427,2020-03-02,2020,3,March,1,2,10
428,2020-03-03,2020,3,March,1,3,10
429,2020-03-04,2020,3,March,1,4,10
430,2020-03-05,2020,3,March,1,5,10
431,2020-03-06,2020,3,March,1,6,10
432,2020-03-07,2020,3,March,1,7,10
433,2020-03-08,2020,3,March,1,8,10
434,2020-03-09,2020,3,March,1,9,11
435,2020-03-10,2020,3,March,1,10,11
436,2020-03-11,2020,3,March,1,11,11
437,2020-03-12,2020,3,March,1,12,11
438,2020-03-13,2020,3,March,1,13,11
439,2020-03-14,2020,3,March,1,14,11
440,2020-03-15,2020,3,March,1,15,11
441,2020-03-16,2020,3,March,1,16,12
442,2020-03-17,2020,3,March,1,17,12
443,2020-03-18,2020,3,March,1,18,12
444,2020-03-19,2020,3,March,1,19,12
445,2020-03-20,2020,3,March,1,20,12
446,2020-03-21,2020,3,March,1,21,12
447,2020-03-22,2020,3,March,1,22,12
448,2020-03-23,2020,3,March,1,23,13
449,2020-03-24,2020,3,March,1,24,13
450,2020-03-25,2020,3,March,1,25,13
451,2020-03-26,2020,3,March,1,26,13
452,2020-03-27,2020,3,March,1,27,13
453,2020-03-28,2020,3,March,1,28,13
454,2020-03-29,2020,3,March,1,29,13
455,2020-03-30,2020,3,March,1,30,14
456,2020-03-31,2020,3,March,1,31,14
457,2020-04-01,2020,4,April,2,1,14
458,2020-04-02,2020,4,April,2,2,14
459,2020-04-03,2020,4,April,2,3,14
460,2020-04-04,2020,4,April,2,4,14
461,2020-04-05,2020,4,April,2,5,14
462,2020-04-06,2020,4,April,2,6,15
463,2020-04-07,2020,4,April,2,7,15
464,2020-04-08,2020,4,April,2,8,15
465,2020-04-09,2020,4,April,2,9,15
466,2020-04-10,2020,4,April,2,10,15
467,2020-04-11,2020,4,April,2,11,15
468,2020-04-12,2020,4,April,2,12,15
469,2020-04-13,2020,4,April,2,13,16
470,2020-04-14,2020,4,April,2,14,16
471,2020-04-15,2020,4,April,2,15,16
472,2020-04-16,2020,4,April,2,16,16
473,2020-04-17,2020,4,April,2,17,16
474,2020-04-18,2020,4,April,2,18,16
475,2020-04-19,2020,4,April,2,19,16
476,2020-04-20,2020,4,April,2,20,17
477,2020-04-21,2020,4,April,2,21,17
478,2020-04-22,2020,4,April,2,22,17
479,2020-04-23,2020,4,April,2,23,17
480,2020-04-24,2020,4,April,2,24,17
481,2020-04-25,2020,4,April,2,25,17
482,2020-04-26,2020,4,April,2,26,17
483,2020-04-27,2020,4,April,2,27,18
484,2020-04-28,2020,4,April,2,28,18
485,2020-04-29,2020,4,April,2,29,18
486,2020-04-30,2020,4,April,2,30,18
487,2020-05-01,2020,5,May,2,1,18
488,2020-05-02,2020,5,May,2,2,18
489,2020-05-03,2020,5,May,2,3,18
490,2020-05-04,2020,5,May,2,4,19
491,2020-05-05,2020,5,May,2,5,19
492,2020-05-06,2020,5,May,2,6,19
493,2020-05-07,2020,5,May,2,7,19
494,2020-05-08,2020,5,May,2,8,19
495,2020-05-09,2020,5,May,2,9,19
496,2020-05-10,2020,5,May,2,10,19
497,2020-05-11,2020,5,May,2,11,20
498,2020-05-12,2020,5,May,2,12,20
499,2020-05-13,2020,5,May,2,13,20
500,2020-05-14,2020,5,May,2,14,20
501,2020-05-15,2020,5,May,2,15,20
502,2020-05-16,2020,5,May,2,16,20
503,2020-05-17,2020,5,May,2,17,20
504,2020-05-18,2020,5,May,2,18,21
505,2020-05-19,2020,5,May,2,19,21
506,2020-05-20,2020,5,May,2,20,21
507,2020-05-21,2020,5,May,2,21,21
508,2020-05-22,2020,5,May,2,22,21
509,2020-05-23,2020,5,May,2,23,21
510,2020-05-24,2020,5,May,2,24,21
511,2020-05-25,2020,5,May,2,25,22
512,2020-05-26,2020,5,May,2,26,22
513,2020-05-27,2020,5,May,2,27,22
514,2020-05-28,2020,5,May,2,28,22
515,2020-05-29,2020,5,May,2,29,22
516,2020-05-30,2020,5,May,2,30,22
517,2020-05-31,2020,5,May,2,31,22
518,2020-06-01,2020,6,June,2,1,23
519,2020-06-02,2020,6,June,2,2,23
520,2020-06-03,2020,6,June,2,3,23
521,2020-06-04,2020,6,June,2,4,23
522,2020-06-05,2020,6,June,2,5,23
523,2020-06-06,2020,6,June,2,6,23
524,2020-06-07,2020,6,June,2,7,23
525,2020-06-08,2020,6,June,2,8,24
526,2020-06-09,2020,6,June,2,9,24
527,2020-06-10,2020,6,June,2,10,24
528,2020-06-11,2020,6,June,2,11,24
529,2020-06-12,2020,6,June,2,12,24
530,2020-06-13,2020,6,June,2,13,24
531,2020-06-14,2020,6,June,2,14,24
532,2020-06-15,2020,6,June,2,15,25
533,2020-06-16,2020,6,June,2,16,25
534,2020-06-17,2020,6,June,2,17,25
535,2020-06-18,2020,6,June,2,18,25
536,2020-06-19,2020,6,June,2,19,25
537,2020-06-20,2020,6,June,2,20,25
538,2020-06-21,2020,6,June,2,21,25
539,2020-06-22,2020,6,June,2,22,26
540,2020-06-23,2020,6,June,2,23,26
541,2020-06-24,2020,6,June,2,24,26
542,2020-06-25,2020,6,June,2,25,26
543,2020-06-26,2020,6,June,2,26,26
544,2020-06-27,2020,6,June,2,27,26
545,2020-06-28,2020,6,June,2,28,26
546,2020-06-29,2020,6,June,2,29,27
547,2020-06-30,2020,6,June,2,30,27
548,2020-07-01,2020,7,July,3,1,27
549,2020-07-02,2020,7,July,3,2,27
550,2020-07-03,2020,7,July,3,3,27
551,2020-07-04,2020,7,July,3,4,27
552,2020-07-05,2020,7,July,3,5,27
553,2020-07-06,2020,7,July,3,6,28
554,2020-07-07,2020,7,July,3,7,28
555,2020-07-08,2020,7,July,3,8,28
556,2020-07-09,2020,7,July,3,9,28
557,2020-07-10,2020,7,July,3,10,28
558,2020-07-11,2020,7,July,3,11,28
559,2020-07-12,2020,7,July,3,12,28
560,2020-07-13,2020,7,July,3,13,29
561,2020-07-14,2020,7,July,3,14,29
562,2020-07-15,2020,7,July,3,15,29
563,2020-07-16,2020,7,July,3,16,29
564,2020-07-17,2020,7,July,3,17,29
565,2020-07-18,2020,7,July,3,18,29
566,2020-07-19,2020,7,July,3,19,29
567,2020-07-20,2020,7,July,3,20,30
568,2020-07-21,2020,7,July,3,21,30
569,2020-07-22,2020,7,July,3,22,30
570,2020-07-23,2020,7,July,3,23,30
571,2020-07-24,2020,7,July,3,24,30
572,2020-07-25,2020,7,July,3,25,30
573,2020-07-26,2020,7,July,3,26,30
574,2020-07-27,2020,7,July,3,27,31
575,2020-07-28,2020,7,July,3,28,31
576,2020-07-29,2020,7,July,3,29,31
577,2020-07-30,2020,7,July,3,30,31
578,2020-07-31,2020,7,July,3,31,31
579,2020-08-01,2020,8,August,3,1,31
580,2020-08-02,2020,8,August,3,2,31
581,2020-08-03,2020,8,August,3,3,32
582,2020-08-04,2020,8,August,3,4,32
583,2020-08-05,2020,8,August,3,5,32
584,2020-08-06,2020,8,August,3,6,32
585,2020-08-07,2020,8,August,3,7,32
586,2020-08-08,2020,8,August,3,8,32
587,2020-08-09,2020,8,August,3,9,32
588,2020-08-10,2020,8,August,3,10,33
589,2020-08-11,2020,8,August,3,11,33
590,2020-08-12,2020,8,August,3,12,33
591,2020-08-13,2020,8,August,3,13,33
592,2020-08-14,2020,8,August,3,14,33
593,2020-08-15,2020,8,August,3,15,33
594,2020-08-16,2020,8,August,3,16,33
595,2020-08-17,2020,8,August,3,17,34
596,2020-08-18,2020,8,August,3,18,34
597,2020-08-19,2020,8,August,3,19,34
598,2020-08-20,2020,8,August,3,20,34
599,2020-08-21,2020,8,August,3,21,34
600,2020-08-22,2020,8,August,3,22,34
601,2020-08-23,2020,8,August,3,23,34
602,2020-08-24,2020,8,August,3,24,35
603,2020-08-25,2020,8,August,3,25,35
604,2020-08-26,2020,8,August,3,26,35
605,2020-08-27,2020,8,August,3,27,35
606,2020-08-28,2020,8,August,3,28,35
607,2020-08-29,2020,8,August,3,29,35
608,2020-08-30,2020,8,August,3,30,35
609,2020-08-31,2020,8,August,3,31,36
610,2020-09-01,2020,9,September,3,1,36
611,2020-09-02,2020,9,September,3,2,36
612,2020-09-03,2020,9,September,3,3,36
613,2020-09-04,2020,9,September,3,4,36
614,2020-09-05,2020,9,September,3,5,36
615,2020-09-06,2020,9,September,3,6,36
616,2020-09-07,2020,9,September,3,7,37
617,2020-09-08,2020,9,September,3,8,37
618,2020-09-09,2020,9,September,3,9,37
619,2020-09-10,2020,9,September,3,10,37
620,2020-09-11,2020,9,September,3,11,37
621,2020-09-12,2020,9,September,3,12,37
622,2020-09-13,2020,9,September,3,13,37
623,2020-09-14,2020,9,September,3,14,38
624,2020-09-15,2020,9,September,3,15,38
625,2020-09-16,2020,9,September,3,16,38
626,2020-09-17,2020,9,September,3,17,38
627,2020-09-18,2020,9,September,3,18,38
628,2020-09-19,2020,9,September,3,19,38
629,2020-09-20,2020,9,September,3,20,38
630,2020-09-21,2020,9,September,3,21,39
631,2020-09-22,2020,9,September,3,22,39
632,2020-09-23,2020,9,September,3,23,39
633,2020-09-24,2020,9,September,3,24,39
