PromoID,ProductID,StoreID,StartDateID,EndDateID,DiscountPercent
271,37,15,138,122,24.27
272,119,120,335,247,17.16
273,58,99,577,288,39.98
274,392,130,1879,1506,20.63
275,225,167,701,963,20.11
276,297,94,1210,490,30.76
277,440,19,442,225,28.52
278,340,83,829,1902,25.87
279,156,175,1292,328,35.03
280,101,23,1995,1478,12.06
281,128,62,2489,138,5.06
282,145,156,1632,422,20.34
283,426,171,2054,757,32.17
284,68,67,1320,863,32.67
285,385,127,1040,1536,16.39
286,60,16,1053,2351,28.41
287,216,105,149,1370,35.46
288,221,182,1691,84,20.45
289,116,193,902,1603,7.18
290,415,60,864,2330,24.77
291,158,110,1407,1615,36.46
292,374,131,1941,2451,29.15
293,326,180,410,137,30.68
294,68,56,2254,600,21.38
295,160,50,1027,1837,8.34
296,12,52,1861,2243,26.97
297,4,36,538,1316,37.97
298,342,83,2346,811,6.4
299,64,43,818,1159,27.21
300,71,127,2481,2214,17.68
301,108,184,2197,100,28.25
302,317,108,555,2074,12.9
303,167,15,1197,31,35.57
304,417,63,1619,213,28.43
305,472,122,1438,1342,5.29
306,51,49,1609,308,13.93
307,469,153,679,2433,5.97
308,243,93,1875,532,34.71
309,225,122,941,517,9.17
310,232,117,1387,332,38.85
311,482,117,1662,671,20.81
312,323,77,2452,2304,35.27
313,429,71,725,2183,31.63
314,257,24,781,2211,18.65
315,451,195,1001,796,22.14
316,465,86,903,289,32.92
317,213,154,1844,1498,22.44
318,271,27,406,1347,34.18
319,120,192,2211,1142,25.44
320,263,92,783,2080,27.38
321,442,161,1750,1300,13.08
322,199,118,1967,365,24.8
323,408,105,90,1189,23.56
324,287,105,786,429,21.65
325,47,9,1829,712,27.82
326,31,184,502,1969,29.9
327,95,157,1564,389,29.39
328,193,101,439,1632,35.23
329,272,83,2307,1476,33.42
330,148,51,2422,785,32.11
331,186,163,710,1505,32.2
332,477,159,907,120,13.36
333,271,60,2361,45,23.06
334,16,76,774,834,38.45
335,102,102,1478,2351,21.04
336,334,132,1369,2064,17.01
337,298,23,2065,127,5.91
338,310,79,2278,2035,29.63
339,114,127,2151,2080,34.63
340,120,93,1920,1257,8.61
341,468,101,2347,1847,13.78
342,117,80,407,772,19.83
343,187,113,777,596,11.71
344,396,103,856,1616,13.17
345,376,17,1452,111,16.02
346,87,82,1206,2050,32.51
347,14,34,1698,1789,14.56
348,387,110,1698,1070,29.38
349,158,57,1926,1403,31.22
350,400,70,235,1364,5.05
351,438,103,142,2154,20.85
352,487,107,779,304,15.61
353,331,24,196,658,24.08
354,375,116,2233,1762,25.55
355,437,143,1102,1412,24.19
356,11,30,1389,1858,29.28
357,485,111,2194,898,5.16
358,480,34,1896,1927,13.22
359,312,42,1171,1044,26.8
360,18,13,2305,2098,32.59
361,214,106,118,399,27.13
362,483,144,1250,1046,35.87
363,348,61,10,1191,20.21
364,19,131,1957,2480,24.03
365,75,146,1683,1742,32.82
366,444,3,820,1940,5.15
367,80,150,552,1007,19.04
368,202,92,605,386,13.3
369,167,33,165,1572,22.23
370,109,69,2042,1701,31.74
371,119,134,1962,529,27.62
372,435,159,172,2000,25.97
373,343,52,1562,1750,8.4
374,28,90,1386,1281,36.62
375,229,87,2300,2360,35.14
376,461,189,2199,671,20.82
377,89,169,2457,2501,35.6
378,481,108,571,745,21.45
379,94,64,834,960,23.57
380,15,63,2223,1894,29.29
381,154,138,1443,1126,7.84
382,177,148,2389,2339,10.55
383,284,193,780,1244,7.48
384,207,101,931,1065,38.01
385,212,165,1101,1454,29.79
386,216,130,742,1811,25.31
387,205,103,732,659,7.01
388,214,106,679,1882,32.2
389,249,101,1972,1366,19.18
390,26,181,1683,431,20.22
391,327,194,249,1374,37.0
392,147,56,2355,2191,21.02
393,455,19,779,1866,30.25
394,469,18,1534,35,20.83
395,443,175,1280,1365,7.55
396,40,131,883,1176,19.49
397,469,180,2064,368,38.0
398,407,174,2159,1891,29.64
399,447,58,1315,429,22.82
400,135,199,1271,1767,14.09
401,135,68,848,1915,7.43
402,286,199,1012,1736,22.67
403,7,56,1,1585,39.36
404,109,160,541,2371,38.85
405,84,126,704,1759,34.75
406,478,111,289,1134,38.95
407,239,80,846,372,39.13
408,248,45,1948,2519,30.65
409,66,142,2079,51,34.89
410,5,56,741,1068,28.06
411,449,123,2012,928,27.58
412,304,19,1350,1567,22.36
413,119,139,156,1353,21.84
414,136,45,1551,55,26.76
415,283,117,542,938,16.3
416,155,124,352,506,16.76
417,118,88,903,1899,33.75
418,424,8,2424,1698,8.67
419,186,81,947,1949,32.44
420,130,63,1190,2448,31.44
421,122,29,941,419,37.83
422,138,139,663,645,36.26
423,28,149,2527,2289,35.01
424,278,113,1025,1249,22.68
425,263,174,1301,2228,24.2
426,182,13,1359,1594,25.58
427,2,1,893,914,6.91
428,27,200,1009,741,10.12
429,393,28,1773,1238,30.1
430,425,93,1834,309,23.1
431,136,158,884,1497,5.52
432,422,131,847,216,33.36
433,8,109,1126,927,9.36
434,137,27,1720,454,12.33
435,82,98,687,2235,34.16
436,38,120,2312,1673,26.76
437,346,166,592,1492,8.38
438,41,138,498,540,20.27
439,219,138,1937,519,23.57
440,428,127,2532,1569,31.71
441,415,43,1435,981,11.49
442,18,46,1417,856,11.44
443,43,7,2402,1945,29.07
444,370,170,758,2332,14.8
445,203,158,979,281,22.53
446,205,27,2310,1858,27.24
447,377,9,1389,1285,18.47
448,439,36,1089,2131,5.68
449,476,147,1426,869,14.89
450,273,161,2511,291,26.12
451,424,31,2206,40,10.63
452,458,173,513,1232,31.05
453,116,102,1530,1605,9.04
454,363,67,1168,1042,31.61
455,286,72,1117,2141,31.76
456,132,5,16,1090,13.88
457,446,196,491,1100,29.33
458,80,200,1637,342,24.05
459,111,63,1408,1507,16.0
460,448,86,1303,276,27.04
461,126,22,1901,1561,32.65
462,360,118,1451,2119,13.36
463,251,58,772,2241,37.05
464,484,34,652,1931,26.62
465,478,92,996,1200,12.59
466,363,74,2246,1587,26.96
467,450,29,1939,2173,38.13
468,281,174,1941,1113,9.47
469,372,14,3,322,29.19
470,173,161,1554,888,25.2
471,160,198,2460,1063,39.8
472,303,196,1359,1262,24.36
473,311,165,1320,567,39.03
474,253,25,38,1738,36.22
475,309,110,1619,1491,16.6
476,77,120,89,1849,18.4
477,86,3,1426,728,15.93
478,294,131,1647,1701,15.95
479,7,119,759,612,5.28
480,61,40,536,1189,14.03
481,374,158,390,2171,34.83
482,359,9,21,804,27.98
483,82,74,2437,440,26.61
484,297,200,83,2043,6.47
485,166,27,1220,723,37.9
486,153,40,1338,887,24.69
487,119,164,1090,158,34.16
488,445,35,535,244,21.65
489,152,184,2261,1404,27.56
490,262,187,1549,447,32.21
491,139,33,1109,886,21.01
492,150,118,2134,1305,7.65
493,116,4,557,244,28.01
494,444,110,2517,642,24.9
495,464,52,1518,1979,23.84
496,234,62,1298,125,8.14
497,490,158,854,643,26.77
498,458,169,1140,192,15.31
499,266,173,2351,425,26.86
500,212,62,90,939,22.03
501,247,34,987,1356,8.18
502,445,22,734,1076,38.78
503,68,137,651,2534,17.95
504,264,111,360,825,19.58
505,131,187,457,2445,17.37
506,315,145,787,497,31.26
507,104,11,625,1383,32.18
508,90,76,2424,669,24.75
509,177,160,717,1244,34.41
510,217,41,986,732,36.68
511,77,150,1977,2532,12.83
512,134,137,260,2213,9.85
513,185,10,1167,1823,21.93
514,399,37,2253,728,29.35
515,262,85,1801,1176,8.86
516,74,76,2390,2482,16.26
517,42,103,1732,295,39.19
518,227,77,498,2557,12.66
519,322,173,260,75,33.39
520,480,12,2365,1976,18.91
521,352,54,1339,1627,13.97
522,180,52,1842,480,9.64
523,433,54,951,456,14.72
524,417,184,2468,967,5.89
525,112,149,648,1745,13.78
526,267,110,95,110,9.24
527,120,74,343,188,14.6
528,145,128,2040,2536,16.62
529,21,191,1295,256,11.64
530,62,57,1099,2289,24.22
531,314,96,254,685,39.84
532,493,191,1225,2510,38.65
533,286,196,2277,1369,37.27
534,26,86,1572,812,20.95
535,253,78,1436,1087,11.25
536,218,177,1080,2220,8.64
537,183,88,479,1152,39.75
538,10,4,1120,1059,25.33
539,216,152,2082,1665,25.33
540,482,67,384,1691,13.79
541,62,65,1873,1783,19.73
542,128,37,1616,227,13.95
543,477,193,2272,509,32.98
544,466,48,1555,1679,24.11
545,389,10,1109,2414,5.73
546,170,169,1860,1870,8.4
547,406,88,2179,526,19.51
548,437,180,416,1487,6.2
549,242,158,1324,1986,37.18
550,417,86,1586,571,22.36
551,375,12,499,1629,18.54
552,424,87,2317,1537,25.09
553,388,121,24,1760,7.23
554,389,198,1824,408,15.27
555,457,95,546,1956,39.0
556,495,106,1822,1355,38.47
557,62,43,1199,2510,11.79
558,64,114,2392,2279,7.73
559,180,64,2120,806,26.13
560,267,96,1285,1757,15.52
561,310,3,2447,1047,5.23
562,435,158,1360,1972,23.88
563,326,72,1441,1161,17.65
564,46,180,1849,468,13.94
565,345,164,2116,1427,9.53
566,12,146,983,1438,34.6
567,439,152,1884,1952,8.03
568,263,45,523,2180,19.24
569,35,192,2497,2158,9.53
570,70,53,11,155,5.94
571,469,200,1583,2226,6.04
572,151,45,73,16,14.7
573,304,112,555,2091,31.86
574,151,23,1921,1315,34.83
575,216,102,1926,2122,39.58
576,202,155,1603,331,7.87
577,316,133,1268,2300,35.8
578,39,196,1434,942,9.05
579,159,92,1017,343,26.29
580,320,79,2339,993,24.45
581,482,132,1326,2016,27.74
582,222,183,1594,265,35.49
583,46,200,1875,1593,15.16
584,210,154,351,1511,32.94
585,97,27,2172,598,24.21
586,275,87,558,281,39.58
587,161,199,1072,154,37.36
588,286,64,407,1987,20.86
589,58,3,2263,662,19.85
590,397,191,750,1724,17.13
591,387,89,998,1916,19.13
592,426,15,1950,1576,8.27
593,124,174,1337,2044,32.63
594,253,122,792,55,37.01
595,188,68,1418,1004,5.32
596,431,5,1960,2392,22.66
597,426,8,1289,2393,27.92
598,421,136,2205,909,14.97
599,347,14,1894,1365,11.08
600,132,160,952,1542,12.47
601,352,150,1276,145,27.48
602,448,47,920,1713,28.03
603,199,158,113,2520,24.14
604,413,75,2080,1055,25.01
605,246,154,201,78,7.25
606,345,3,214,2207,35.22
607,357,185,2311,920,27.32
608,174,87,1601,1826,28.81
609,191,79,699,206,19.75
610,418,32,2226,1430,12.31
611,380,150,2204,1941,32.91
612,137,120,341,1576,36.68
613,175,83,965,1947,10.01
614,405,196,1264,1800,8.56
615,270,109,2029,1754,12.41
616,168,91,778,719,11.81
617,285,97,1959,1209,23.97
618,135,162,956,2050,19.15
619,319,50,2233,120,12.73
620,15,170,1716,272,20.48
621,312,58,1439,1454,27.59
622,306,54,1956,1368,38.08
623,109,46,2241,35,9.05
624,287,92,1159,2476,10.74
625,2,154,345,2321,23.96
626,345,133,2554,1391,29.23
627,401,100,1127,2280,29.05
628,97,189,1352,2545,6.43
629,25,2,49,660,10.38
630,139,15,765,1666,10.16
631,325,32,1525,31,39.67
632,62,157,693,2092,5.93
633,67,185,34,1787,6.04
634,3,125,2485,1984,21.94
635,305,68,2183,891,15.97
636,298,43,564,2179,8.46
637,267,119,207,82,32.1
638,233,46,1669,229,26.98
639,277,199,1823,794,19.66
640,244,43,1532,940,27.86
641,435,11,1966,1373,23.55
642,362,127,672,822,35.94
643,23,198,1393,252,13.01
644,255,104,1751,1616,17.18
645,186,92,2518,1418,18.72
646,443,167,1046,2543,10.9
647,35,120,1845,1109,13.36
648,491,180,1681,1482,31.57
649,368,130,1168,2419,16.73
650,122,53,1232,2492,17.67
651,450,63,2248,2403,25.85
652,322,123,833,2050,21.4
653,82,134,1253,2185,28.2
654,93,156,1240,1380,38.28
655,268,148,2544,1891,24.47
656,416,135,1415,2110,31.46
657,201,61,1112,2518,34.41
658,5,2,1355,75,17.89
659,377,61,2063,1917,19.57
660,41,38,2402,1758,27.98
661,71,56,19,1449,19.83
662,489,178,1571,119,30.11
663,152,171,866,964,25.38
664,205,58,1284,1002,26.52
665,250,71,2095,1223,37.64
666,279,187,1285,685,14.53
667,398,95,1470,1265,17.99
668,316,51,1012,420,19.15
669,40,169,665,2110,8.51
670,425,61,1312,1610,37.46
671,164,160,113,831,11.56
672,78,57,1010,2531,37.51
673,466,197,1054,425,22.3
674,127,56,1740,2493,7.05
675,1,13,381,1111,24.78
676,23,153,1389,2524,8.9
677,291,198,259,1976,6.67
678,347,164,776,645,12.19
679,146,73,1625,908,19.89
680,23,74,2304,1693,34.95
681,368,80,1641,1351,5.62
682,112,173,2108,2388,38.47
683,332,172,1602,1447,26.36
684,116,24,518,1805,36.21
685,11,83,2309,2146,18.62
686,258,109,133,841,23.18
687,449,14,591,623,23.02
688,134,49,1681,1838,37.75
689,288,53,1157,2308,18.09
690,395,9,1799,309,37.09
691,203,126,1829,257,34.97
692,190,151,663,536,38.1
693,240,50,125,1038,30.82
694,47,174,731,823,32.62
695,152,143,1901,745,34.51
696,156,109,941,1182,23.96
697,387,6,667,1568,9.66
698,12,182,1917,50,34.01
699,321,29,2259,1032,16.35
700,3,175,2122,797,11.8
701,211,79,549,1789,36.34
702,390,50,1394,2475,38.83
703,87,172,421,2038,22.45
704,110,182,943,2387,16.69
705,55,164,1744,920,29.44
706,264,98,636,606,11.87
707,191,4,2048,915,30.52
708,290,34,840,1230,14.72
709,17,56,973,2541,26.6
710,279,111,1957,853,27.19
711,198,142,657,1804,17.63
712,408,196,409,572,20.88
713,330,94,2099,1918,12.36
714,421,198,701,981,6.51
715,127,105,1302,1349,35.1
716,188,152,2078,1675,6.66
717,299,53,919,1015,15.22
718,318,92,2472,973,18.23
719,431,30,1028,1354,9.76
720,102,29,933,397,25.22
721,76,92,1330,670,23.77
722,403,109,1,2216,36.32
723,138,119,1473,1255,25.32
724,476,89,1076,50,8.02
725,330,108,455,2231,19.06
726,51,22,616,1470,8.74
727,309,198,2384,444,13.29
728,355,28,671,728,39.87
729,49,92,1378,1151,32.55
730,300,88,1874,1696,33.22
731,304,172,2401,1422,8.56
732,446,25,1276,2059,8.54
733,448,1,2282,1330,38.14
734,37,109,1692,1614,19.21
735,147,79,656,2012,13.14
736,293,95,2096,2002,39.93
737,227,15,1870,315,35.87
738,57,33,660,2211,14.73
739,410,130,563,778,13.08
740,117,44,1314,972,37.78
741,20,163,1397,1011,25.58
742,433,74,2145,876,20.2
743,295,99,2462,237,12.28
744,54,156,1623,1503,32.94
745,31,133,1198,379,37.49
746,117,96,2448,209,14.51
747,425,88,2523,2402,33.52
748,126,129,937,582,34.47
749,413,102,1216,2266,26.9
750,254,117,491,774,18.16
751,67,193,2147,880,15.75
752,40,152,1293,906,28.95
753,21,120,2541,530,7.55
754,360,196,1109,714,17.37
755,89,170,972,2254,18.71
756,340,156,442,987,34.39
757,297,95,2263,2469,9.06
758,200,49,2512,1596,15.65
759,221,69,1266,2140,19.07
760,186,46,845,1221,7.08
761,306,37,2547,335,29.2
762,159,80,2115,803,32.62
763,234,180,1140,1457,7.88
764,19,136,764,505,5.95
765,331,119,2337,436,19.34
766,499,182,1719,1522,20.51
767,51,68,237,2082,8.68
768,204,48,385,503,31.17
769,108,124,366,1000,37.51
770,393,121,2530,2096,14.11
771,465,49,434,54,8.67
772,265,4,1640,810,21.59
773,493,154,110,1391,31.97
774,429,132,2172,1722,31.11
775,179,173,293,1133,36.68
776,314,169,409,1280,16.48
777,94,156,1624,270,19.02
778,310,195,893,1594,37.0
779,376,7,2542,1470,37.19
780,98,135,1877,141,11.66
781,41,71,122,2297,32.25
782,188,151,1988,2080,26.86
783,232,117,2393,1180,33.41
784,482,83,176,287,10.65
785,355,149,1528,870,13.58
786,132,3,26,147,12.49
787,125,66,1438,1465,25.86
788,300,173,1240,974,26.74
789,460,47,1666,1983,32.01
790,124,17,1499,2094,20.3
791,432,127,1431,412,6.54
792,311,48,1966,2404,29.06
793,12,108,598,575,21.42
794,378,62,618,2063,7.23
795,289,37,403,1054,24.4
796,187,164,1129,1802,34.66
797,258,29,1282,1737,31.57
798,168,143,1530,1020,11.27
799,90,189,2042,169,37.02
800,452,25,1760,1041,12.77
801,410,135,2508,2463,38.73
802,93,130,1853,1051,8.61
803,59,199,719,148,25.7
804,443,131,2435,1379,39.56
805,14,8,61,2485,28.95
806,350,29,556,524,5.31
807,1,83,2503,1388,22.6
808,384,82,1525,2256,10.23
809,136,25,2554,1166,23.41
810,247,87,636,1652,37.55
811,268,107,1532,1076,26.12
812,101,34,2522,2312,29.86
813,431,106,1313,617,32.38
814,9,108,265,2347,38.12
815,8,200,2222,1605,37.8
816,347,30,587,2531,13.97
817,313,115,132,310,17.91
818,285,150,284,2034,37.75
819,82,158,2196,158,9.13
820,358,66,2530,2415,11.49
821,133,107,1027,556,26.05
822,414,92,1984,1910,10.57
823,52,195,2061,916,21.93
824,319,66,564,1138,37.87
825,468,174,2466,1688,8.41
826,69,163,2470,1003,28.9
827,322,157,2549,661,18.7
828,447,108,886,442,12.73
829,174,123,2471,1325,18.0
830,432,91,1272,965,11.46
831,130,102,506,632,12.56
832,86,121,2144,1433,10.69
833,413,169,1844,2489,33.51
834,136,80,2524,1144,28.88
835,306,131,961,163,39.69
836,9,160,811,867,20.49
837,86,101,1934,1583,18.34
838,177,76,2087,1238,19.38
839,110,64,1412,910,25.92
840,83,177,917,341,34.54
841,47,74,205,1263,6.13
842,417,167,1506,993,34.18
843,330,194,333,695,17.05
844,93,200,2156,776,31.89
845,251,166,1177,664,5.5
846,403,147,1683,1750,22.88
847,341,61,1916,1647,15.43
848,155,181,557,254,34.16
849,165,98,226,253,15.89
850,475,95,853,1561,14.41
851,127,153,351,1642,10.08
852,430,130,1278,2472,22.19
853,417,122,2328,67,29.17
854,306,175,2230,836,35.8
855,187,134,978,1278,35.38
856,396,9,635,2047,23.59
857,277,45,1674,1912,34.25
858,260,22,2367,1919,12.01
859,438,95,977,294,25.56
860,186,179,194,1051,15.2
861,18,157,930,1250,11.29
862,262,148,986,2258,14.38
863,26,100,1061,128,20.56
864,442,198,477,482,8.51
865,131,5,2068,8,5.26
866,347,170,124,700,39.38
867,25,197,807,852,20.83
868,293,96,818,1630,8.48
869,157,124,621,205,39.64
870,401,174,972,1059,29.5
871,274,120,3,1312,6.61
872,390,18,1505,538,6.96
873,157,100,1395,1381,27.54
874,48,5,952,1354,7.24
875,473,172,1524,2389,23.59
876,109,48,2165,743,8.72
877,37,38,1492,2137,18.76
878,418,61,1759,187,20.13
879,71,190,114,1356,33.32
880,394,23,1342,436,14.3
881,424,68,2022,1583,10.19
882,61,99,1248,2364,7.13
883,431,61,1945,1001,11.36
884,42,133,578,134,36.18
885,57,183,473,1008,14.36
886,244,149,2471,1457,6.0
887,396,17,394,1303,9.94
888,450,105,2499,1532,35.39
889,42,167,1134,1837,38.6
890,48,128,475,1088,31.78
891,126,132,498,2164,37.32
892,339,12,294,1647,16.79
893,5,24,1341,1146,15.23
894,401,43,188,1648,25.57
895,298,138,2027,476,18.91
896,140,8,2146,1612,23.68
897,397,78,1792,254,32.31
898,3,149,690,879,18.13
899,472,96,2283,375,6.54
900,159,165,404,1585,33.63
901,82,104,1828,2352,34.41
902,220,18,173,1734,5.26
903,388,46,878,296,14.71
904,233,71,29,905,13.3
905,161,88,954,1175,11.76
906,19,1,34,1013,27.76
907,456,23,1853,1376,38.51
908,405,46,448,32,26.44
909,5,99,296,1242,9.08
910,346,24,1916,1849,20.55
911,439,116,704,2177,39.71
912,85,179,814,301,39.54
913,387,93,2373,894,39.71
914,38,111,2398,422,24.31
915,168,142,1734,331,18.37
916,58,172,1292,2059,35.17
